행정동코드,count_더벤티,count_매머드커피,count_메가커피,count_빽다방,count_컴포즈커피,total_workers,female_workers,당월_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,행정동_코드_명
1154567000,0.0,2.0,6.0,1.0,5.0,17077.0,8970.0,1268814511.0,493428525.0,603066167.0,21696438.0,188223776.0,294366740.0,239424692.0,196805681.0,155977367.0,시흥제1동
1154567000,0.0,2.0,6.0,1.0,5.0,17077.0,8970.0,1515037843.0,549947007.0,830538572.0,11307512.0,135298927.0,277189925.0,330759734.0,333663082.0,292266402.0,시흥제1동
1154568000,0.0,0.0,0.0,0.0,0.0,2694.0,1452.0,97677211.0,40397713.0,57182913.0,851179.0,16969263.0,29864935.0,23070782.0,16329097.0,10495370.0,시흥제2동
1154569000,0.0,0.0,0.0,0.0,0.0,9127.0,2679.0,58832178.0,23521925.0,30665165.0,589560.0,5240140.0,12347451.0,15262882.0,12085425.0,8661629.0,시흥제3동
1154569000,0.0,0.0,0.0,0.0,0.0,9127.0,2679.0,266955850.0,116635918.0,130682011.0,597860.0,20650881.0,52223825.0,43624711.0,67123502.0,63097153.0,시흥제3동
1154570000,0.0,0.0,0.0,0.0,0.0,2206.0,1129.0,110567921.0,41242100.0,68261083.0,962906.0,16871756.0,30699083.0,26391609.0,22739756.0,11838075.0,시흥제4동
1154570000,0.0,0.0,0.0,0.0,0.0,2206.0,1129.0,53510188.0,19128639.0,21160078.0,26496.0,1951350.0,4478082.0,8166730.0,12728460.0,12937599.0,시흥제4동
1154571000,0.0,0.0,0.0,0.0,0.0,3640.0,1675.0,162763571.0,70298715.0,92141252.0,1818305.0,23636706.0,36303181.0,36204051.0,35905603.0,28572120.0,시흥제5동
1154571000,0.0,0.0,0.0,0.0,0.0,3640.0,1675.0,398626105.0,159015317.0,231680563.0,1357551.0,32416720.0,60932020.0,93780720.0,109936079.0,92272789.0,시흥제5동
1156051500,0.0,1.0,14.0,0.0,2.0,5229.0,2682.0,817666144.0,386474147.0,409826770.0,2260537.0,148534206.0,240766056.0,153993259.0,139757508.0,110989350.0,영등포본동
1156051500,0.0,1.0,14.0,0.0,2.0,5229.0,2682.0,250443896.0,129511693.0,114205168.0,389661.0,22831384.0,64328962.0,53376658.0,60488930.0,42301266.0,영등포본동
1156053500,1.0,9.0,8.0,3.0,1.0,47533.0,19365.0,3587576135.0,1564132304.0,1849253735.0,33294449.0,905580534.0,1141760933.0,598183675.0,484215193.0,250351253.0,영등포동
1156053500,1.0,9.0,8.0,3.0,1.0,47533.0,19365.0,1240703170.0,499448472.0,678574938.0,5828809.0,255719759.0,395974649.0,225369439.0,178602836.0,116527919.0,영등포동
1156054000,1.0,12.0,8.0,3.0,5.0,192132.0,77025.0,19333506443.0,7492880966.0,6073116714.0,22666852.0,1980878215.0,4812812748.0,3441962173.0,2408010152.0,899667557.0,여의동
1156054000,1.0,12.0,8.0,3.0,5.0,192132.0,77025.0,4859350723.0,1583548630.0,2047291266.0,9332357.0,475446083.0,1122998738.0,939475543.0,680594681.0,402992496.0,여의동
1156055000,0.0,1.0,5.0,1.0,2.0,29004.0,13899.0,2009225572.0,756422259.0,1030594660.0,7320945.0,343799640.0,594257848.0,331910470.0,327409583.0,182318428.0,당산제1동
1156055000,0.0,1.0,5.0,1.0,2.0,29004.0,13899.0,333629944.0,148395625.0,160152804.0,441700.0,34873323.0,76298175.0,61016700.0,72181041.0,63737487.0,당산제1동
1156056000,0.0,2.0,6.0,1.0,4.0,25438.0,10678.0,4784035728.0,1925030872.0,2400739358.0,16403187.0,959352489.0,1498845535.0,800791593.0,633524513.0,416852915.0,당산제2동
1156056000,0.0,2.0,6.0,1.0,4.0,25438.0,10678.0,504778803.0,198387004.0,234804853.0,2578476.0,39534512.0,121828366.0,103035144.0,102088408.0,64126951.0,당산제2동
1156058500,0.0,0.0,1.0,0.0,0.0,3506.0,1465.0,78839968.0,34055520.0,42842255.0,416925.0,10265862.0,32750772.0,13953916.0,11988943.0,7521358.0,도림동
1156058500,0.0,0.0,1.0,0.0,0.0,3506.0,1465.0,204813423.0,94085180.0,92309821.0,77189.0,13741714.0,44432916.0,51703596.0,40689249.0,35750336.0,도림동
1156060500,1.0,3.0,5.0,0.0,3.0,52458.0,23334.0,3933670561.0,1503636577.0,1891637003.0,8220925.0,683694417.0,1112586947.0,766420618.0,550765845.0,273584831.0,문래동
1156060500,1.0,3.0,5.0,0.0,3.0,52458.0,23334.0,1182723241.0,455147829.0,645971411.0,4480461.0,147504696.0,302429251.0,321528510.0,191520519.0,133655802.0,문래동
1156061000,0.0,2.0,3.0,1.0,1.0,25241.0,10290.0,957113109.0,387347469.0,298173126.0,833812.0,98505751.0,263276975.0,167360131.0,116843067.0,38700864.0,양평제1동
1156061000,0.0,2.0,3.0,1.0,1.0,25241.0,10290.0,434887670.0,136318960.0,210083888.0,1398984.0,29189932.0,106961220.0,100504950.0,61078063.0,47269701.0,양평제1동
1156062000,0.0,5.0,3.0,2.0,1.0,22449.0,8917.0,2392955710.0,1028512280.0,916294653.0,10301875.0,356652439.0,707307153.0,461207847.0,270129797.0,139207827.0,양평제2동
1156062000,0.0,5.0,3.0,2.0,1.0,22449.0,8917.0,238855466.0,86097824.0,120555897.0,2071953.0,30680461.0,65684473.0,47861885.0,34110766.0,26244183.0,양평제2동
1156063000,0.0,0.0,0.0,0.0,0.0,5376.0,2829.0,311287382.0,158658352.0,140208638.0,2167963.0,46219182.0,84191346.0,67269993.0,64533248.0,34485258.0,신길제1동
1156063000,0.0,0.0,0.0,0.0,0.0,5376.0,2829.0,524305077.0,234524047.0,267992363.0,823726.0,51875719.0,99978858.0,130588186.0,135597021.0,83652900.0,신길제1동
1156065000,0.0,0.0,0.0,0.0,0.0,2762.0,1469.0,44104901.0,18673355.0,24062965.0,585091.0,11076919.0,16003696.0,7483701.0,5413564.0,2173351.0,신길제3동
1156065000,0.0,0.0,0.0,0.0,0.0,2762.0,1469.0,12661847.0,5707214.0,6027349.0,18398.0,393729.0,1512356.0,2086390.0,3716497.0,4007193.0,신길제3동
1156066000,0.0,0.0,0.0,0.0,0.0,1474.0,806.0,134686268.0,67783584.0,66902684.0,1130686.0,20514085.0,44614800.0,36930532.0,24593278.0,6902887.0,신길제4동
1156067000,0.0,1.0,4.0,1.0,2.0,,,82284827.0,34687897.0,44939712.0,626735.0,14991591.0,25130991.0,16606425.0,14086055.0,8185811.0,신길제5동
1156068000,0.0,0.0,0.0,0.0,0.0,4644.0,2487.0,855102033.0,371942365.0,385725949.0,7496705.0,117490286.0,222688685.0,188871994.0,138772121.0,82348521.0,신길제6동
1156068000,0.0,0.0,0.0,0.0,0.0,4644.0,2487.0,418399643.0,167082019.0,211169348.0,2932044.0,18635971.0,58570912.0,120779750.0,102031039.0,75301650.0,신길제6동
1156069000,0.0,0.0,0.0,0.0,0.0,3297.0,1679.0,240294520.0,103092176.0,131921193.0,657954.0,35621878.0,63509411.0,56518314.0,53439233.0,25266578.0,신길제7동
1156069000,0.0,0.0,0.0,0.0,0.0,3297.0,1679.0,146670571.0,57726402.0,71833082.0,480021.0,12932407.0,31937121.0,30403093.0,30162252.0,23644590.0,신길제7동
1156070000,0.0,0.0,0.0,0.0,0.0,4671.0,2911.0,380614968.0,184080627.0,170599447.0,1424387.0,48924683.0,86191283.0,62038624.0,130822611.0,25278490.0,대림제1동
1156070000,0.0,0.0,0.0,0.0,0.0,4671.0,2911.0,1174773535.0,372800920.0,688556132.0,1624041.0,145392919.0,252388911.0,247668620.0,229918399.0,184364166.0,대림제1동
1156071000,0.0,0.0,0.0,0.0,0.0,6242.0,3681.0,227094786.0,99733724.0,118551854.0,749388.0,35440394.0,63715085.0,46012076.0,43770115.0,28598518.0,대림제2동
1156071000,0.0,0.0,0.0,0.0,0.0,6242.0,3681.0,118379962.0,36425280.0,60373516.0,126613.0,6646698.0,20019149.0,27869661.0,25894274.0,16242400.0,대림제2동
1156072000,0.0,0.0,0.0,0.0,0.0,8925.0,3644.0,508662252.0,232670446.0,268349358.0,1193095.0,66134146.0,147843473.0,102969318.0,104213366.0,78666406.0,대림제3동
1156072000,0.0,0.0,0.0,0.0,0.0,8925.0,3644.0,344683829.0,136387658.0,170525883.0,1238233.0,18611819.0,65815978.0,89767803.0,74218355.0,57261352.0,대림제3동
1159051000,1.0,2.0,3.0,2.0,3.0,7479.0,3775.0,1628944294.0,765245406.0,848728747.0,19315810.0,571301590.0,501259631.0,171139463.0,240482283.0,110475375.0,노량진제1동
1159051000,1.0,2.0,3.0,2.0,3.0,7479.0,3775.0,553252069.0,254175611.0,281540528.0,3323268.0,88964572.0,128441171.0,103241512.0,129637996.0,82107619.0,노량진제1동
1159052000,0.0,0.0,0.0,0.0,0.0,7017.0,3137.0,651542965.0,326128017.0,260195533.0,8347643.0,132629580.0,178056869.0,102313585.0,105273647.0,59702229.0,노량진제2동
1159052000,0.0,0.0,0.0,0.0,0.0,7017.0,3137.0,298974068.0,130525279.0,159060576.0,1965617.0,53152646.0,76853046.0,46549979.0,60753411.0,50311155.0,노량진제2동
1159053000,1.0,4.0,7.0,5.0,5.0,,,2260151677.0,930640168.0,1257983068.0,37207326.0,866904681.0,469335423.0,294695311.0,377041472.0,143439031.0,상도제1동
1159053000,1.0,4.0,7.0,5.0,5.0,,,1208351709.0,465067726.0,707806960.0,5392390.0,141177978.0,212267079.0,286868526.0,296188385.0,230980325.0,상도제1동
1159054000,0.0,0.0,0.0,0.0,0.0,5043.0,2743.0,431801774.0,205179851.0,211867946.0,4272933.0,59148656.0,98001217.0,88647821.0,86178914.0,80798257.0,상도제2동
1159054000,0.0,0.0,0.0,0.0,0.0,5043.0,2743.0,294002085.0,102057087.0,179331236.0,821690.0,22811759.0,50193800.0,74440700.0,70335505.0,62784871.0,상도제2동
1159055000,0.0,0.0,0.0,0.0,0.0,3755.0,2090.0,366698032.0,162984410.0,201202115.0,4492039.0,62366464.0,98531499.0,67182431.0,77940060.0,53674032.0,상도제3동
1159055000,0.0,0.0,0.0,0.0,0.0,3755.0,2090.0,922514779.0,379382021.0,489451182.0,4107359.0,91377309.0,198761821.0,190802080.0,203505748.0,180278890.0,상도제3동
1159056000,0.0,0.0,0.0,0.0,0.0,3666.0,2040.0,274938318.0,115450428.0,142355091.0,2285665.0,38240224.0,67669254.0,64308547.0,55498834.0,29802992.0,상도제4동
1159056000,0.0,0.0,0.0,0.0,0.0,3666.0,2040.0,258280546.0,116912121.0,136495869.0,875087.0,18177737.0,50706626.0,82350489.0,60540642.0,40757409.0,상도제4동
1159060500,1.0,1.0,1.0,0.0,1.0,10376.0,6025.0,1693504329.0,705915260.0,847597137.0,23431260.0,442877590.0,331268983.0,266201752.0,313910431.0,175822376.0,흑석동
1159060500,1.0,1.0,1.0,0.0,1.0,10376.0,6025.0,989112111.0,387735093.0,534991583.0,3991179.0,148699702.0,167411166.0,197370197.0,244231233.0,161023202.0,흑석동
1159062000,0.0,1.0,4.0,1.0,5.0,10572.0,5447.0,2291255405.0,1050139037.0,1114240357.0,8564678.0,465802297.0,632273461.0,206166351.0,370374002.0,481198602.0,사당제1동
1159062000,0.0,1.0,4.0,1.0,5.0,10572.0,5447.0,454005187.0,167316404.0,259506021.0,1746152.0,66098256.0,109474859.0,66883754.0,86305707.0,96313697.0,사당제1동
1159063000,0.0,0.0,0.0,0.0,0.0,6463.0,3429.0,1959141595.0,770042986.0,1129612701.0,33243029.0,490390940.0,476521656.0,335809332.0,293820613.0,269870120.0,사당제2동
1159063000,0.0,0.0,0.0,0.0,0.0,6463.0,3429.0,3098297166.0,1325759943.0,1713030373.0,25370078.0,389463512.0,585016743.0,619212551.0,678499147.0,741228283.0,사당제2동
1159064000,0.0,0.0,0.0,0.0,0.0,4828.0,2376.0,388236081.0,152198479.0,219568882.0,6058927.0,40226725.0,77612108.0,60001618.0,55169125.0,132698863.0,사당제3동
1159064000,0.0,0.0,0.0,0.0,0.0,4828.0,2376.0,607137895.0,216534495.0,310760215.0,1668037.0,35670698.0,83910845.0,138851671.0,135317503.0,131875952.0,사당제3동
1159065000,0.0,0.0,0.0,0.0,0.0,1996.0,1060.0,74165611.0,42324792.0,31516428.0,31720.0,8533489.0,32681615.0,10056446.0,14399908.0,8138042.0,사당제4동
1159065000,0.0,0.0,0.0,0.0,0.0,1996.0,1060.0,312458162.0,131207882.0,179264097.0,2929329.0,41362314.0,78888222.0,96347061.0,52596638.0,38348415.0,사당제4동
1159065100,0.0,0.0,0.0,0.0,0.0,1918.0,951.0,200040395.0,79338636.0,111127802.0,2321380.0,34416022.0,54102294.0,38489598.0,34882734.0,26254411.0,사당제5동
1159066000,1.0,2.0,2.0,0.0,0.0,13109.0,6037.0,840628693.0,343400657.0,437348474.0,9550962.0,172806877.0,210297671.0,169301387.0,143159081.0,75633153.0,대방동
1159066000,1.0,2.0,2.0,0.0,0.0,13109.0,6037.0,850849357.0,314239600.0,494622655.0,4974022.0,107043903.0,171030750.0,216093707.0,203800004.0,105919869.0,대방동
1159067000,0.0,3.0,4.0,1.0,3.0,4065.0,2193.0,372969166.0,158421882.0,208007905.0,1230963.0,108019163.0,120662475.0,53955832.0,51032963.0,31528394.0,신대방제1동
1159067000,0.0,3.0,4.0,1.0,3.0,4065.0,2193.0,199178616.0,78107048.0,99072012.0,1440048.0,27589029.0,49432966.0,28591135.0,34418844.0,35707042.0,신대방제1동
1159068000,0.0,0.0,0.0,0.0,0.0,19563.0,9476.0,2491690335.0,975366088.0,1203054866.0,13994725.0,366816810.0,724296904.0,539290787.0,357311120.0,176710609.0,신대방제2동
1159068000,0.0,0.0,0.0,0.0,0.0,19563.0,9476.0,575440011.0,167343549.0,309767377.0,997258.0,43965371.0,127568777.0,131339183.0,100022201.0,73218134.0,신대방제2동
1162052500,2.0,5.0,15.0,4.0,9.0,7388.0,3644.0,1129105543.0,442133392.0,596378722.0,2045142.0,100535933.0,399291091.0,362389628.0,101490107.0,72760214.0,보라매동
1162052500,2.0,5.0,15.0,4.0,9.0,7388.0,3644.0,700754934.0,290364676.0,325878609.0,2955494.0,63417675.0,124283096.0,140781161.0,172812736.0,111993124.0,보라매동
1162054500,0.0,0.0,0.0,0.0,0.0,1544.0,831.0,52157811.0,23081056.0,28591201.0,75517.0,7723743.0,12123210.0,17770797.0,9825623.0,4153366.0,청림동
1162054500,0.0,0.0,0.0,0.0,0.0,1544.0,831.0,7197947.0,2119390.0,4739252.0,0.0,1208676.0,1902960.0,1933235.0,1067803.0,745968.0,청림동
1162056500,0.0,0.0,0.0,0.0,0.0,3179.0,1576.0,86395215.0,31291030.0,52313923.0,303539.0,12992506.0,18728712.0,30386472.0,15311626.0,5882096.0,성현동
1162057500,0.0,0.0,0.0,0.0,0.0,5970.0,3262.0,859750443.0,355887566.0,458538394.0,5207104.0,190621930.0,239491282.0,159091677.0,138509134.0,81504830.0,행운동
1162057500,0.0,0.0,0.0,0.0,0.0,5970.0,3262.0,224928637.0,95279752.0,119150758.0,1802542.0,20101644.0,37738837.0,55145327.0,48686104.0,50956056.0,행운동
1162058500,0.0,0.0,0.0,0.0,0.0,8390.0,3603.0,1008067415.0,407236406.0,553403914.0,15370714.0,424743642.0,280763690.0,91084243.0,110367984.0,38310050.0,낙성대동
1162058500,0.0,0.0,0.0,0.0,0.0,8390.0,3603.0,2163938987.0,917376450.0,1194614670.0,7439756.0,405836703.0,606963301.0,376536236.0,392707681.0,322507443.0,낙성대동
1162059500,0.0,0.0,0.0,0.0,0.0,12832.0,6552.0,1208307557.0,571982638.0,599381949.0,10384495.0,362146116.0,346846945.0,141162592.0,185851030.0,124973408.0,청룡동
1162059500,0.0,0.0,0.0,0.0,0.0,12832.0,6552.0,687269024.0,261373655.0,395556430.0,2738506.0,152203859.0,188744335.0,101392474.0,120077399.0,91773511.0,청룡동
1162060500,0.0,0.0,0.0,0.0,0.0,7812.0,3423.0,578089796.0,252411963.0,324172344.0,6529915.0,97804778.0,144763285.0,112903204.0,94930639.0,119652484.0,은천동
1162060500,0.0,0.0,0.0,0.0,0.0,7812.0,3423.0,352435023.0,117332698.0,176888775.0,1321924.0,26894450.0,62538084.0,80373708.0,72917940.0,50175367.0,은천동
1162061500,0.0,0.0,0.0,0.0,0.0,5134.0,2933.0,599982335.0,239840173.0,276908108.0,6615566.0,136594331.0,173826851.0,84688203.0,75013403.0,40009926.0,중앙동
1162061500,0.0,0.0,0.0,0.0,0.0,5134.0,2933.0,984155763.0,412985463.0,564510054.0,4916996.0,153620919.0,220940413.0,217276147.0,209475316.0,171265723.0,중앙동
1162062500,0.0,0.0,0.0,0.0,0.0,,,1002456680.0,447308417.0,499685537.0,4240506.0,244806052.0,343764710.0,151059342.0,125210728.0,77912618.0,인헌동
1162062500,0.0,0.0,0.0,0.0,0.0,,,478810740.0,206259478.0,257838284.0,690165.0,56626894.0,103998037.0,98339906.0,95186950.0,109255809.0,인헌동
1162063000,0.0,1.0,2.0,1.0,0.0,6220.0,2669.0,799253258.0,370408442.0,404108605.0,5298530.0,207065881.0,225001394.0,119436685.0,110992904.0,106721652.0,남현동
1162063000,0.0,1.0,2.0,1.0,0.0,6220.0,2669.0,369617981.0,145944922.0,215089634.0,1727704.0,62939091.0,98971246.0,60802168.0,65697573.0,70896775.0,남현동
1162064500,4.0,3.0,23.0,6.0,9.0,7993.0,4208.0,3043481636.0,1347298844.0,1695331941.0,65273100.0,1091005886.0,999909955.0,382722797.0,328436841.0,175282205.0,서원동
1162064500,4.0,3.0,23.0,6.0,9.0,7993.0,4208.0,491275474.0,200962103.0,270869623.0,10100876.0,108207703.0,140551864.0,85329277.0,68387120.0,59254889.0,서원동
1162065500,0.0,0.0,0.0,0.0,0.0,2953.0,1459.0,131399513.0,56552107.0,72874695.0,1522815.0,22147363.0,36984657.0,23415754.0,26950673.0,18405540.0,신원동
1162065500,0.0,0.0,0.0,0.0,0.0,2953.0,1459.0,181163983.0,70420935.0,98941969.0,1418549.0,20624722.0,34152084.0,35227607.0,35218894.0,42721050.0,신원동
1162066500,0.0,0.0,0.0,0.0,0.0,3115.0,1193.0,274262392.0,140764194.0,120723742.0,2403122.0,56663774.0,80016221.0,34412255.0,46052927.0,41939635.0,서림동
1162066500,0.0,0.0,0.0,0.0,0.0,3115.0,1193.0,230941411.0,111502263.0,115829804.0,733305.0,29396345.0,59711995.0,48086030.0,38166913.0,51237480.0,서림동
1162068500,0.0,0.0,0.0,0.0,0.0,4486.0,2130.0,190192971.0,122163585.0,66944555.0,5895831.0,63655274.0,55504091.0,21696733.0,22598760.0,19757451.0,신사동
1162068500,0.0,0.0,0.0,0.0,0.0,4486.0,2130.0,5539699752.0,1919971033.0,2908164444.0,59506390.0,1346656689.0,1584173539.0,884373077.0,598604738.0,354821044.0,신사동
1162068500,0.0,0.0,0.0,0.0,0.0,4486.0,2130.0,586263727.0,262039069.0,322849270.0,2644086.0,65692145.0,115888522.0,110084854.0,161807944.0,128770787.0,신사동
1162068500,0.0,0.0,0.0,0.0,0.0,4486.0,2130.0,1881118339.0,546574784.0,1165503446.0,12173619.0,420666429.0,514376098.0,339582436.0,250347009.0,174932639.0,신사동
1162068500,0.0,0.0,0.0,0.0,0.0,26166.0,14122.0,190192971.0,122163585.0,66944555.0,5895831.0,63655274.0,55504091.0,21696733.0,22598760.0,19757451.0,신사동
1162068500,0.0,0.0,0.0,0.0,0.0,26166.0,14122.0,5539699752.0,1919971033.0,2908164444.0,59506390.0,1346656689.0,1584173539.0,884373077.0,598604738.0,354821044.0,신사동
1162068500,0.0,0.0,0.0,0.0,0.0,26166.0,14122.0,586263727.0,262039069.0,322849270.0,2644086.0,65692145.0,115888522.0,110084854.0,161807944.0,128770787.0,신사동
1162068500,0.0,0.0,0.0,0.0,0.0,26166.0,14122.0,1881118339.0,546574784.0,1165503446.0,12173619.0,420666429.0,514376098.0,339582436.0,250347009.0,174932639.0,신사동
1162069500,0.0,0.0,0.0,0.0,0.0,5754.0,2777.0,1622275277.0,878028748.0,653408006.0,12727894.0,411057483.0,516896584.0,206091924.0,176152543.0,208510322.0,신림동
1162069500,0.0,0.0,0.0,0.0,0.0,5754.0,2777.0,145923513.0,69437023.0,76486490.0,378091.0,28928244.0,36480485.0,26560063.0,30715623.0,22861007.0,신림동
1162071500,0.0,0.0,0.0,0.0,0.0,1973.0,976.0,39312213.0,16922063.0,21665040.0,0.0,4039065.0,3191898.0,8098708.0,12215781.0,11041651.0,난향동
1162071500,0.0,0.0,0.0,0.0,0.0,1973.0,976.0,17871672.0,6806287.0,11065385.0,0.0,525033.0,2431701.0,5745080.0,4794426.0,4375432.0,난향동
1162072500,0.0,0.0,0.0,0.0,0.0,7227.0,3162.0,783507170.0,424618728.0,345483418.0,2984849.0,145163951.0,218562087.0,107654765.0,150076190.0,145660306.0,조원동
1162072500,0.0,0.0,0.0,0.0,0.0,7227.0,3162.0,223370120.0,94879441.0,124957626.0,515979.0,40387950.0,61115172.0,43727602.0,41267330.0,32823034.0,조원동
1162073500,0.0,0.0,0.0,0.0,0.0,17561.0,8817.0,1866539367.0,916307221.0,879610716.0,10561381.0,511403333.0,523273312.0,326309536.0,303099961.0,121270413.0,대학동
1162073500,0.0,0.0,0.0,0.0,0.0,17561.0,8817.0,766593509.0,352412895.0,363203223.0,2853324.0,145211405.0,170517762.0,134943147.0,150764622.0,111325858.0,대학동
1162074500,0.0,0.0,0.0,0.0,0.0,2564.0,1329.0,2774963.0,1561607.0,983292.0,0.0,220610.0,455404.0,422311.0,1446574.0,0.0,삼성동
1162076500,0.0,0.0,0.0,0.0,0.0,5483.0,2858.0,325558842.0,149198246.0,170352819.0,5711974.0,52911415.0,90620040.0,60693405.0,57567799.0,52046432.0,미성동
1162076500,0.0,0.0,0.0,0.0,0.0,5483.0,2858.0,451448631.0,157962621.0,231076005.0,5284404.0,29636501.0,70503255.0,85129765.0,106660579.0,91824121.0,미성동
1162077500,0.0,0.0,0.0,0.0,0.0,3056.0,1583.0,357228224.0,185177427.0,172050797.0,9184770.0,56898295.0,104162231.0,77070317.0,71694148.0,38218463.0,난곡동
1162077500,0.0,0.0,0.0,0.0,0.0,3056.0,1583.0,291483041.0,118975491.0,150164113.0,1358463.0,16706373.0,45583386.0,54016487.0,66640971.0,84833921.0,난곡동
1165051000,1.0,18.0,20.0,4.0,5.0,,,2637666158.0,1063236304.0,1065987390.0,26481907.0,370993680.0,637929765.0,447992555.0,404917648.0,240908141.0,서초1동
1165051000,1.0,18.0,20.0,4.0,5.0,,,689390616.0,215884474.0,373109369.0,849809.0,35408932.0,103072962.0,127254462.0,122415401.0,199992276.0,서초1동
1165052000,0.0,0.0,0.0,0.0,0.0,83277.0,38464.0,6743015257.0,2929620239.0,2549159764.0,62540405.0,891833053.0,1907440753.0,1351831385.0,818403807.0,446730611.0,서초2동
1165052000,0.0,0.0,0.0,0.0,0.0,83277.0,38464.0,1506453870.0,519337520.0,779928496.0,6222346.0,209952054.0,355975521.0,334691754.0,238508768.0,153915572.0,서초2동
1165053000,0.0,4.0,10.0,1.0,5.0,92681.0,35701.0,9147129928.0,3501272706.0,3725825418.0,41995923.0,1163347551.0,2190252382.0,1592667092.0,1324018766.0,914816415.0,서초3동
1165053000,0.0,4.0,10.0,1.0,5.0,92681.0,35701.0,4552235280.0,1526565290.0,2438148160.0,31972237.0,471162007.0,969288587.0,1090128153.0,820455072.0,581707393.0,서초3동
1165053100,0.0,0.0,0.0,0.0,0.0,29588.0,15492.0,5549197065.0,2066535879.0,2665238028.0,49346591.0,1247658322.0,1485880456.0,894512300.0,687817603.0,366558639.0,서초4동
1165053100,0.0,0.0,0.0,0.0,0.0,29588.0,15492.0,852424208.0,297613467.0,394795688.0,3075524.0,59515411.0,134539129.0,185290687.0,163198758.0,146789648.0,서초4동
1165054000,2.0,1.0,2.0,3.0,2.0,18189.0,7987.0,2999126843.0,1007379733.0,1149659297.0,12597881.0,401020989.0,706149799.0,451947137.0,316891984.0,268431245.0,잠원동
1165054000,2.0,1.0,2.0,3.0,2.0,18189.0,7987.0,213283984.0,74688688.0,117134337.0,1832095.0,6577187.0,32232483.0,62648778.0,37700659.0,50831821.0,잠원동
1165055000,0.0,2.0,6.0,5.0,1.0,751.0,389.0,2066483.0,967029.0,917751.0,0.0,0.0,123188.0,512771.0,252536.0,996284.0,반포본동
1165056000,0.0,0.0,0.0,0.0,0.0,11306.0,5615.0,1641633050.0,714471576.0,744111493.0,15455596.0,315208535.0,478089990.0,337840655.0,190009846.0,121978453.0,반포1동
1165056000,0.0,0.0,0.0,0.0,0.0,11306.0,5615.0,553739807.0,223171006.0,284651697.0,5494847.0,26880058.0,78646482.0,185863549.0,108337972.0,102599799.0,반포1동
1165057000,0.0,0.0,0.0,0.0,0.0,3488.0,2035.0,205953514.0,82244579.0,105996025.0,291205.0,7456907.0,18577151.0,29127304.0,38583189.0,94204847.0,반포2동
1165057000,0.0,0.0,0.0,0.0,0.0,3488.0,2035.0,145764389.0,54511307.0,77676125.0,1739100.0,7411726.0,19104158.0,37199778.0,35629363.0,31103308.0,반포2동
1165058000,0.0,0.0,0.0,0.0,0.0,7258.0,3324.0,730361845.0,280551019.0,425570797.0,39468464.0,99769659.0,124872512.0,203952301.0,169767822.0,68291057.0,반포3동
1165058000,0.0,0.0,0.0,0.0,0.0,7258.0,3324.0,495135978.0,190060399.0,289069218.0,5554859.0,28842433.0,61392607.0,166043094.0,120803648.0,96492978.0,반포3동
1165058100,0.0,0.0,0.0,0.0,0.0,30800.0,16760.0,2852617897.0,1099171511.0,1361481179.0,41330510.0,259682599.0,592237026.0,738669542.0,479409136.0,349323879.0,반포4동
1165058100,0.0,0.0,0.0,0.0,0.0,30800.0,16760.0,3247315937.0,1186438933.0,1587328736.0,10831778.0,200557707.0,561055618.0,730373896.0,644441658.0,626507011.0,반포4동
1165059000,0.0,0.0,0.0,0.0,0.0,8997.0,4100.0,4467744259.0,1788643253.0,2194308135.0,30463218.0,491016128.0,888780638.0,1178081297.0,923009523.0,471600591.0,방배본동
1165059000,0.0,0.0,0.0,0.0,0.0,8997.0,4100.0,254160125.0,116243639.0,122728499.0,1009522.0,15706867.0,41276445.0,67756889.0,58611990.0,54610428.0,방배본동
1165060000,0.0,0.0,0.0,0.0,0.0,18896.0,7634.0,2105312503.0,867549921.0,993904399.0,25989545.0,277571143.0,477265545.0,371136627.0,331074153.0,378417308.0,방배1동
1165060000,0.0,0.0,0.0,0.0,0.0,18896.0,7634.0,590841370.0,197023672.0,338734111.0,3049128.0,46905033.0,108111208.0,94023832.0,125784898.0,157883688.0,방배1동
1165061000,0.0,0.0,0.0,0.0,0.0,16393.0,7492.0,2821181080.0,949674082.0,1574327323.0,9482323.0,548990362.0,751775176.0,412462167.0,383337725.0,417953650.0,방배2동
1165061000,0.0,0.0,0.0,0.0,0.0,16393.0,7492.0,549333064.0,190336134.0,310185887.0,1148833.0,84135935.0,137551158.0,100912332.0,103395485.0,73378279.0,방배2동
1165062000,0.0,0.0,0.0,0.0,0.0,11464.0,3943.0,326060698.0,141545294.0,113533914.0,2600054.0,27271198.0,55473249.0,49992207.0,51956385.0,67786122.0,방배3동
1165062000,0.0,0.0,0.0,0.0,0.0,11464.0,3943.0,730908930.0,266608407.0,367822451.0,1434268.0,45694081.0,95678008.0,165401339.0,144746035.0,181477130.0,방배3동
1165062100,0.0,0.0,0.0,0.0,0.0,13658.0,6263.0,1600646686.0,537712067.0,840545329.0,6935771.0,208326063.0,446579970.0,308338643.0,261055068.0,147021888.0,방배4동
